,Tweet,score
9706,__label__POSITIVE USAirways any update on this flightIts more than three hours delayed Thank you,1
9707,__label__NEGATIVE USAirways AmericanAir you should partner w a different hotel in PHL the clarion is proving to be very difficult amp not customer friendly,-1
9708,__label__POSITIVE USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight,1
9709,__label__POSITIVE USAirways  you kind of screwed my day up at least it was outbound but you did save it by stranding me in a RenHotels MarriottRewards,1
9710,__label__NEUTRAL USAirways nightmare trying to get to Costa Rica from PHL today Stuck in Miami and no one answers at  number,0
9711,__label__NEGATIVE USAirways PeterPiatetsky Umm I think US Airs computersweredown for hours  my flight is  hours Late Flight,-1
9712,__label__NEGATIVE USAirways comedy of errors continues We cant get into our gate there is a broken down truck in the way fail,-1
9713,__label__NEUTRAL USAirways Instructions say to CALL Im just doing what it said to do,0
9714,__label__POSITIVE USairways Since I am a loyal USAir customer I am sure that they will make this up to meright now I want to get home amp back to work,1
9715,__label__NEGATIVE USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up,-1
9716,__label__POSITIVE USAirways youre really fudgin up with all these delays poutingface justwantmybed,1
9717,__label__NEUTRAL USAirways Just discovered that they billed us  for the rescheduled flight which cost me a second day of lost work,0
9718,__label__NEUTRAL USAirways Today USAir Cancelled Flightled our rescheduled flight amp did not notify us except possibly to our home phonenot helpful since we are in CO,0
9719,__label__NEUTRAL USAirways and I cant get through on any phones,0
9720,__label__POSITIVE USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because yall dont have record of it,1
9721,__label__NEUTRAL USAirways  Janet amp my DENPHL  flight Cancelled Flightled Saturday USAIR rescheduled automatically amp notified us by email at no additional cost,0
9722,__label__NEUTRAL USAirways after  hrs of trying to reach real human finally did and been on hold for  hrs for out of synch reservation,0
9723,__label__NEGATIVE usairways usair  idiots took our plane amp gave it to someone else Fudgers Flight  from Philly to Orlando,-1
9724,__label__NEGATIVE USAirways Missed flight Rude CSR No flight till Tuesday No answer on twitter Help me out with a RT pattonoswalt youre my only hope,-1
9725,__label__NEUTRAL USAirways delayed  hours longbeachairport trying to get to PHXSkyHarbor give us an update please,0
9726,__label__POSITIVE USAirways PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,1
9727,__label__NEUTRAL USAirways  just passed the  hour mark onholdwith you for THIS call  Gave up after  this morning,0
9728,__label__NEUTRAL USAirways What is with your lost amp found  My wife lost her phone in Philly amp followed your web instructions to call an   No answer,0
9729,__label__POSITIVE USAirways Can you help with a seat assignment   people flight  PHX to HNL seats are split up  Anything you can do will be great,1
9730,__label__NEUTRAL USAirways followdm please,0
9731,__label__NEGATIVE USAirways  have dinner reservations in a few minutes  and Ive been trying to get through to you since BREAKFAST onholdwith,-1
9732,__label__POSITIVE USAirways CLT please send more than one cust svc rep to your cust svc counter to assist a line out the door httptcovQNpDOi,1
9733,__label__NEUTRAL USAirways help Ive been on hold for almost two hours Trying  get home,0
9734,__label__NEGATIVE USAirways  please call Late Flightr is not acceptable  but neither is being on hold for  hrs onholdwith,-1
9735,__label__NEUTRAL USAirways been sitting at gate for over  min on us  What gives,0
9736,__label__NEUTRAL USAirways  I wouldnt need to wait on hold for  hours if your website worked correctly  please respond,0
9737,__label__NEUTRAL USAirways  how do I get an answer to my question  Holding for hours  after x getting your message just said you arent taking calls,0
9738,__label__NEUTRAL USAirways why the hell did you overbook a plane when you knew people actually had seat assignments inept uncaring piss poorplanning,0
9739,__label__NEGATIVE USAirways worst service at Reagan Int I rarely post about a company or service but I am so annoyed Not weather reLate Flightd…incompetence,-1
9740,__label__POSITIVE USAirways  been on hold for more than  hours  this after not getting through after  hours on hold this morning with no answer  help,1
9741,__label__NEUTRAL USAirways So farmy phone wait time is longer than ABCNetworks Oscars coverage WhatCustomerService,0
9742,__label__NEGATIVE USAirways Chairman Preferred with  lifetime miles What is my US Air reward no firstclass upgrades on AmericanAir as usual,-1
9743,__label__NEUTRAL USAirways Flight  operated by FlyRepublicAir NMA arrives at FlyTPA following flight from Reagan National httptcoOScOFlol,0
9744,__label__POSITIVE USAirways  minute delay for take off and  minute wait for checked bags Really,1
9745,__label__NEGATIVE USAirways Ive been on hold for  minutes This is terrible customer service You messed up my reservation httptcooyLgeaoY,-1
9746,__label__NEUTRAL USAirways why wont you help me get my luggage back Im a teen trying to change the world in DC Flight usairways,0
9747,__label__NEGATIVE USAirways Southern Hospitality luggage delivery service from SAV is AWFUL Great  delivering empty promises but not luggage hrsampwaiting,-1
9748,__label__NEUTRAL USAirways st flight with US Air Plane had mechanical issues Wait  minutes for help from customer service No help from management,0
9749,__label__NEGATIVE USAirways  flight missed due to mech issue No food voucher transported to different airport no rental reimbursement poutingface,-1
9750,__label__NEGATIVE USAirways PHLAirport we dont control your stupidity in not having room to have a plane come in You better not mess with us now,-1
9751,__label__NEGATIVE USAirways  Interesting you forward compliments but never complaints  Worlds worst airline GoingForGreatnessFAIL,-1
9752,__label__NEGATIVE USAirways  flights  AND  delayed for crew availability  What gives Im getting to TPA  hrs past my scheduled arrival,-1
9753,__label__NEGATIVE USAirways how is it that the airport DCA and the airline mess up our flights but also will not cover our hotel costs At DCA for hrs,-1
9754,__label__NEUTRAL USAirways in line for  min after mechanical issues caused me to miss my flight  rep for  upset people httptcoXFWXsRwkHa,0
9755,__label__POSITIVE USAirways the entire flight crew on flight  from BOS to PHL is doing a wonderful job and making this experience not totally suck smilingfacewithsmilingeyes,1
9756,__label__NEUTRAL USAirways Can someone please answer my call I have been waaiting,0
9757,__label__NEUTRAL USAirways is holding my luggage hostage from flight ,0
9758,__label__POSITIVE USAirways AmericanAir major issues getting out of Boston but your crew has been exceptional Lets see how things roll out in Philly,1
9759,__label__POSITIVE Ive been trying to set up my phone interview for days and hoping the position wont be filled because the link doesnt work USAirways,1
9760,__label__NEUTRAL USAirways do you have an email,0
9761,__label__NEUTRAL USAirways  had to call to find out I was rebooked tomorrow why ask for my number an email for day of info,0
9762,__label__NEGATIVE USAirways  US AIRWAYS DONT CARE FOR CUSTOMERS Worst experience today with US airways Myself wife and toddler,-1
9763,__label__POSITIVE USAirways thanks to the whole team for an ontime flight despite inclement weather httptcoeQePkkPSXM,1
9764,__label__POSITIVE USAirways your rude staff said I dont care that we are out of market place food youre going on vacation and I have to work nice huh,1
9765,__label__POSITIVE USAirways what happens to frequent flyer miles earned once merger is complete with AA,1
9766,__label__POSITIVE USAirways got off stand by list and on earlier flight to DCA What is the status of my checked bag Was supposed to be on  thanks,1
9767,__label__NEGATIVE USAirways why does this flight keep getting delayed Late Flightr and Late Flightr,-1
9768,__label__NEUTRAL USAirways any idea when flight  to Miami will leave for a second time,0
9769,__label__NEUTRAL USAirways I have contacted them but only got an automated response that wont give me the code,0
9770,__label__NEUTRAL USAirways GregWallace Yea they will give you  cents on the dollar,0
9771,__label__POSITIVE USAirways Really a letter that says you will discuss serving drunks more drinks that doesnt help the current situation,1
9772,__label__POSITIVE USAirways great thank you,1
9773,__label__NEGATIVE USAirways AmericanAir so does that mean AmericanAir that you might care about my sister be assaulted on one of your flights,-1
9774,__label__POSITIVE USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service Abysmal,1
9775,__label__POSITIVE USAirways its not often that an airline is so easy to work with I needed to change my flight time and the attendants at MKE made my day,1
9776,__label__NEGATIVE USAirways AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,-1
